100;25798.0
200;25297.0
300;26407.0
400;25621.0
500;26994.0
600;24670.0
700;24669.0
800;25787.0
900;25656.0
1000;24480.0
1100;25331.0
1200;26447.0
1300;25081.0
1400;25660.0
1500;24070.0
1600;25241.0
1700;24776.0
1800;25008.0
1900;26766.0
2000;25363.0
2100;25754.0
2200;25031.0
2300;25534.0
2400;23761.0
2500;25534.0
2600;25339.0
2700;24755.0
2800;24250.0
2900;26212.0
3000;26213.0
3100;26480.0
3200;26024.0
3300;25299.0
3400;24514.0
3500;25500.0
3600;25604.0
3700;25891.0
3800;26318.0
3900;25341.0
4000;24932.0
4100;24442.0
4200;25844.0
4300;24300.0
4400;25366.0
4500;25918.0
4600;26789.0
4700;26858.0
4800;25537.0
4900;25293.0
5000;25248.0
5100;26626.0
5200;26589.0
5300;25670.0
5400;26224.0
5500;26016.0
5600;26224.0
5700;24442.0
5800;25430.0
5900;24047.0
6000;24767.0
6100;25938.0
6200;27723.0
6300;26756.0
6400;25306.0
6500;26484.0
6600;26489.0
6700;24713.0
6800;25729.0
6900;25310.0
7000;25356.0
7100;26766.0
7200;24416.0
7300;26210.0
7400;25029.0
7500;24932.0
7600;25313.0
7700;25125.0
7800;24297.0
7900;25024.0
8000;25975.0
8100;26621.0
8200;26079.0
8300;26213.0
8400;26000.0
8500;25365.0
8600;25040.0
8700;25049.0
8800;25468.0
8900;24996.0
9000;25068.0
9100;26030.0
9200;24785.0
9300;24246.0
9400;25832.0
9500;26115.0
9600;26683.0
9700;25535.0
9800;26057.0
9900;24319.0
10000;26599.0
10100;25004.0
10200;23666.0
10300;26213.0
10400;25551.0
10500;25024.0
10600;25062.0
10700;24992.0
10800;25547.0
10900;26477.0
11000;25282.0
11100;26735.0
11200;24545.0
11300;24712.0
11400;25394.0
11500;25313.0
11600;26262.0
11700;24210.0
11800;25215.0
11900;27268.0
12000;25463.0
12100;24921.0
12200;24357.0
12300;25432.0
12400;26832.0
12500;24364.0
12600;25669.0
12700;24434.0
12800;24913.0
12900;23920.0
13000;25194.0
13100;24664.0
13200;25126.0
13300;24245.0
13400;25810.0
13500;25019.0
13600;26215.0
13700;25030.0
13800;25456.0
13900;24733.0
14000;26504.0
14100;24798.0
14200;24899.0
14300;24545.0
14400;24649.0
14500;25674.0
14600;25242.0
14700;26712.0
14800;26227.0
14900;27339.0
15000;26517.0
15100;24339.0
15200;25308.0
15300;24092.0
15400;25058.0
15500;24374.0
15600;25247.0
15700;25958.0
15800;24856.0
15900;24988.0
16000;25606.0
16100;24592.0
16200;26342.0
16300;25857.0
16400;24711.0
16500;26648.0
16600;25527.0
16700;26096.0
16800;25347.0
16900;25393.0
17000;24036.0
17100;24362.0
17200;26661.0
17300;23427.0
17400;26274.0
17500;26650.0
17600;26399.0
17700;25763.0
17800;24291.0
17900;25140.0
18000;25714.0
18100;26044.0
18200;24155.0
18300;25097.0
18400;26423.0
18500;24972.0
18600;27191.0
18700;25487.0
18800;27228.0
18900;26095.0
19000;25774.0
19100;24835.0
19200;24991.0
19300;25241.0
19400;27464.0
19500;24864.0
19600;24261.0
19700;25227.0
19800;24406.0
19900;25789.0
20000;24568.0
20100;23532.0
20200;27392.0
20300;24373.0
20400;27167.0
20500;25136.0
20600;24515.0
20700;27586.0
20800;25461.0
20900;24857.0
21000;25573.0
21100;26415.0
21200;25713.0
21300;26874.0
21400;24728.0
21500;25365.0
21600;23791.0
21700;26521.0
21800;24348.0
21900;24318.0
22000;24802.0
22100;26055.0
22200;25934.0
22300;24961.0
22400;23611.0
22500;23338.0
22600;24448.0
22700;26356.0
22800;24170.0
22900;26469.0
23000;24762.0
23100;26891.0
23200;26067.0
23300;25274.0
23400;24365.0
23500;26923.0
23600;24399.0
23700;25196.0
23800;25380.0
23900;25161.0
24000;25216.0
24100;27076.0
24200;23996.0
24300;24878.0
24400;24973.0
24500;26579.0
24600;26111.0
24700;24308.0
24800;25303.0
24900;25085.0
25000;26244.0
25100;26005.0
25200;25824.0
25300;25334.0
25400;24774.0
25500;26628.0
25600;24855.0
25700;24194.0
25800;23757.0
25900;24300.0
26000;25776.0
26100;25528.0
26200;25463.0
26300;25401.0
26400;24850.0
26500;25050.0
26600;23928.0
26700;24922.0
26800;25565.0
26900;23690.0
27000;24845.0
27100;26701.0
27200;25495.0
27300;25508.0
27400;27223.0
27500;26118.0
27600;27020.0
27700;24191.0
27800;24613.0
27900;26113.0
28000;25502.0
28100;25465.0
28200;22746.0
28300;24634.0
28400;24055.0
28500;27136.0
28600;23951.0
28700;25143.0
28800;24009.0
28900;24419.0
29000;23938.0
29100;24690.0
29200;24772.0
29300;27237.0
29400;25084.0
29500;25197.0
29600;26851.0
29700;24915.0
29800;25248.0
29900;25346.0
30000;24917.0
30100;24941.0
30200;24640.0
30300;25255.0
30400;25890.0
30500;23668.0
30600;25379.0
30700;24377.0
30800;23402.0
30900;24913.0
31000;25670.0
31100;25648.0
31200;23273.0
31300;23739.0
31400;24881.0
31500;25289.0
31600;25198.0
31700;24670.0
31800;24572.0
31900;25389.0
32000;24807.0
32100;24979.0
32200;24504.0
32300;25581.0
32400;25118.0
32500;26893.0
32600;25315.0
32700;26803.0
32800;26531.0
32900;26209.0
33000;23969.0
33100;23417.0
33200;24067.0
33300;25460.0
33400;23500.0
33500;24189.0
33600;25853.0
33700;25246.0
33800;25720.0
33900;25019.0
34000;25627.0
34100;25170.0
34200;23649.0
34300;24427.0
34400;24911.0
34500;26210.0
34600;25272.0
34700;25656.0
34800;24578.0
34900;25707.0
35000;25500.0
35100;26530.0
35200;26638.0
35300;25232.0
35400;25403.0
35500;25259.0
35600;25438.0
35700;25512.0
35800;27049.0
35900;25904.0
36000;25365.0
36100;25347.0
36200;25886.0
36300;26498.0
36400;23680.0
36500;25928.0
36600;24253.0
36700;25707.0
36800;25875.0
36900;26058.0
37000;26082.0
37100;23474.0
37200;26464.0
37300;25842.0
37400;25021.0
37500;24627.0
37600;26492.0
37700;25884.0
37800;25326.0
37900;27121.0
38000;24858.0
38100;23400.0
38200;26541.0
38300;23753.0
38400;24903.0
38500;26632.0
38600;25239.0
38700;26885.0
38800;24425.0
38900;24347.0
39000;24833.0
39100;25397.0
39200;24734.0
39300;24448.0
39400;25615.0
39500;25235.0
39600;25788.0
39700;25419.0
39800;25515.0
39900;25603.0
40000;23769.0
40100;25318.0
40200;24525.0
40300;25019.0
40400;26694.0
40500;23108.0
40600;23896.0
40700;24886.0
40800;25299.0
40900;25948.0
41000;24093.0
41100;24033.0
41200;25588.0
41300;25349.0
41400;23905.0
41500;24571.0
41600;26923.0
41700;23923.0
41800;26127.0
41900;25606.0
42000;23641.0
42100;25331.0
42200;24070.0
42300;26165.0
42400;26797.0
42500;25684.0
42600;25348.0
42700;26071.0
42800;26356.0
42900;26122.0
43000;23994.0
43100;26017.0
43200;24996.0
43300;23600.0
43400;25127.0
43500;25809.0
43600;24471.0
43700;23983.0
43800;25829.0
43900;26079.0
44000;25633.0
44100;23810.0
44200;25687.0
44300;23396.0
44400;25194.0
44500;25090.0
44600;24448.0
44700;22848.0
44800;26085.0
44900;23952.0
45000;25537.0
45100;25644.0
45200;26186.0
45300;25812.0
45400;25530.0
45500;25798.0
45600;27015.0
45700;25120.0
45800;26213.0
45900;24857.0
46000;24421.0
46100;25118.0
46200;23432.0
46300;25879.0
46400;24459.0
